TORA;COL·LEGI PUBLIC SANT GIL;CARRER ERES, 16
TORMS (ELS);EDIFICI DE L'AJUNTAMENT;PLAÇA MAJOR, 4
TORNABOUS;SALA SALVADOR SEGUI;PLAÇA LA VILA, 1
TORRE DE CABDELLA;AJUNTAMENT DE TORRE DE CAPDELLA;PLAÇA DE L'AJUNTAMENT, 1 -LA TORRE DE CAPDELLA-
TORRE-SERONA;CASA CONSISTORIAL;CARRER MAJOR, 29
TORREBESSES;AJUNTAMENT DE TORREBESSES;CARRER PORTAL, 3
TORREFARRERA;CASA CONSISTORIAL;CARRER MAJOR, 35
TORREFETA I FLOREJACS;CASA CONSISTORIAL;CARRER CARRETERA, S/N -TORREFETA-
TORREGROSSA;REGIDORIA DE CULTURA I ESPORTS;PLAÇA CANALEJAS, 1
TORREGROSSA;AJUNTAMENT (SALA DE PLENS);PLAÇA CANALEJAS, 1
TORRELAMEU;CENTRE CIVIC;CARRER DE BALAGUER, 3
TORRES DE SEGRE;AJUNTAMENT - BAIXOS;PLAÇA ESGLESIA, 1
TREMP;CEIP VALLDEFLORS;CARRER TARRAGONA, 37
VALL DE BOI (LA);AJUNTAMENT DE LA VALL DE BOI;PG SANT FELIU, 43 -BARRUERA-
VALL DE CARDOS;BAIXOS AJUNTAMENT;CAMI COMUNIDOR, S/N -RIBERA DE CARDOS-
VALLBONA DE LES MONGES;SALA D'ACTES DE CASA LA VILA;CARRER PRAT DE LA RIBA, 3
VALLFOGONA DE BALAGUER;SALA D'ACTES AJUNTAMENT;CARRER MAJOR, 29
VALLFOGONA DE BALAGUER;LOCAL SOCIAL-VESTIDORS;CARRER JOAQUIM LLUCH ROVIRA, 1 B -LA RAPITA-
VALLFOGONA DE BALAGUER;LOCAL SOCIAL DE L'HOSTAL NOU I LA CODOSA;CARRER FRANCESC MACIA, 1 -L'HOSTAL NOU I LA CODOSA-
VALLS D'AGUILAR (LES);CENTRE CIVIC CAL PERE;CARRER DIPUTACIO, 83 -NOVES DE SEGRE-
VALLS DE VALIRA (LES);CASA CONSISTORIAL;CARRER PLAÇA, S/N -ANSERALL-
VANSA I FORNOLS;CASA CONSISTORIAL;CARRER UNIC, S/N -SORRIBES-
VERDU;AJUNTAMENT DE VERDU;PLAÇA MAJOR, 1
VIELHA E MIJARAN;ESCOLA PUBLICA 'GARONA';CTRA DETH TUNEL, 4 -VIELHA-
VIELHA E MIJARAN;LOCAL SOCIAL DE AUBERT;PLAÇA MAJOR, 1 -AUBERT-
VIELHA E MIJARAN;COL·LEGI PUBLIC 'METDIA';CARRER SANT SEBASTIA, 37 -ESCUNHAU-
VIELHA E MIJARAN;COL·LEGI PUBLIC 'BARICAUBA';CARRER MAJOR, 1 -GAUSAC-
VIELHA E MIJARAN;CASAU DETH JUBILAT;AV PAS D'ARRO, 20 -VIELHA-
VILA-SANA;BAIXOS CASA CONSISTORIAL;PLAÇA MAJOR, 4
VILAGRASSA;CASA DE LA VILA;CARRER RAMON PERELLO, 1
VILALLER;CASA CONSISTORIAL - SALO DE SESSIONS;CARRER SANT CLIMENT, 3
VILAMOS;AJUNTAMENT;PLAÇA MAJOR, 4
VILANOVA DE BELLPUIG;SALA DE JOVENT DE L'AJUNTAMENT;CARRER DR GASSOL, 1
VILANOVA DE L'AGUDA;CASA CONSISTORIAL;CARRER MAJOR, 30
VILANOVA DE LA BARCA;SALA SOCIOCULTURAL DE L'AJUNTAMENT;PLAÇA MAJOR, 4
VILANOVA DE MEIA;SALA D'ACTES DE L'AJUNTAMENT;CARRER LA FONT, 13
VILANOVA DE SEGRIA;AJUNTAMENT - SALA SOCIAL;CARRER MAJOR, S/N
VILOSELL (EL);LOCAL POLIVALENT;CARRER CARRETERA, 10
VINAIXA;VESTIBUL PRINCIPAL DE L'AJUNTAMENT;CTRA LLEIDA, 1
