COD.MUN|MUNICIPI|DTE.|SECCIÓ|SUB.|MESA|COMPREN ELS ELECTORS|LOCALS EN QUE SE CELEBRA LA VOTACIÓ|DIRECCIÓ
08001|ABRERA|01|001||A|A F|COLEGIO PUBLICO FCO. PLATON SARTI|C SALVADOR ESPRIU NUM: 3, ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|001||B|G M|COLEGIO PUBLICO FCO. PLATON SARTI|C SALVADOR ESPRIU NUM: 3,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|001||C|N Z|COLEGIO PUBLICO FCO. PLATON SARTI|C SALVADOR ESPRIU NUM: 3,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|002||A|A F|IES VOLTRERA|PG ESTACIÓ NUM: 18,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|002||B|G M|IES VOLTRERA|PG ESTACIÓ NUM: 18,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|002||C|N Z|IES VOLTRERA|PG ESTACIÓ NUM: 18,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|003||U|A Z|IES VOLTRERA|PG ESTACIÓ NUM: 18,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|004|01|A|A Z|CASAL SOCIAL DEL BARRI DEL REBATO|C REBATO NUM: 75,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|004|02|B|A Z|DEL BARRIO DE CA N'AMAT|C ANETO NUM: 1 B,CA N'AMAT ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|005||A|A K|COLEGIO PUBLICO FCO. PLATON SARTI|C SALVADOR ESPRIU NUM: 3,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|005||B|L Z|COLEGIO PUBLICO FCO. PLATON SARTI|C SALVADOR ESPRIU NUM: 3,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|007|01|A|A K|CASAL SOCIAL DE CAN VILALBA|AV CIRCUMVAL·LACIÓ NUM: 3,CAN VILALBA ENTITAT EST D'ABRERA 08630 ABRERA
08001|ABRERA|01|007|01|B|L Z|CASAL SOCIAL DE CAN VILALBA|AV CIRCUMVAL·LACIÓ NUM: 3,CAN VILALBA ENTITAT EST D'ABRERA 08630 ABRERA
08001|ABRERA|01|007|02|C|A Z|CASAL SOCIAL DE STA Mª DE VILALBA|C MAJOR DE SANTA MARIA DE VILALBA NUM: 13,SANTA MARIA DE VILALBA I CAN TORRES ENTITAT EST D'ABRERA 08630 ABRERA
08001|ABRERA|01|008||A|A K|IES VOLTRERA|PG ESTACIÓ NUM: 18,ENTITAT OEST D'ABRERA 08630 ABRERA
08001|ABRERA|01|008||B|L Z|IES VOLTRERA|PG ESTACIÓ NUM: 18,ENTITAT OEST D'ABRERA 08630 ABRERA
08002|AGUILAR DE SEGARRA|01|001||U|A Z|AJUNTAMENT|C RAVAL S/N,08256 AGUILAR DE SEGARRA
08003|ALELLA|01|001||A|A F|COL.LEGI PUBLIC FABRA|AV FERRAN FABRA NUM: 1,CASC URBA 08328 ALELLA
08003|ALELLA|01|001||B|G O|COL.LEGI PUBLIC FABRA|AV FERRAN FABRA NUM: 1,CASC URBA 08328 ALELLA
08003|ALELLA|01|001||C|P Z|COL.LEGI PUBLIC FABRA|AV FERRAN FABRA NUM: 1,CASC URBA 08328 ALELLA
08003|ALELLA|01|002||A|A K|EDIFICI LA GAVINA|C FONT NUM: 1,ALELLA DE MAR 08328 ALELLA
08003|ALELLA|01|002||B|L Z|EDIFICI LA GAVINA|C FONT NUM: 1,ALELLA DE MAR 08328 ALELLA
08003|ALELLA|01|003||A|A K|POLIESPORTIU ABELARDO VERA|PG CREU DE PEDRA NUM: 29,EIXAMPLE 08328 ALELLA
08003|ALELLA|01|003||B|L Z|POLIESPORTIU ABELARDO VERA|PG CREU DE PEDRA NUM: 29,EIXAMPLE 08328 ALELLA
08003|ALELLA|01|004||A|A K|OFICINA DE SERVEIS SOCIALS D'ALELLA|C TORRENT DE VALLBONA NUM: 75,GARROFERS (ELS) 08328 ALELLA
08003|ALELLA|01|004||B|L Z|OFICINA DE SERVEIS SOCIALS D'ALELLA|C TORRENT DE VALLBONA NUM: 75,GARROFERS (ELS) 08328 ALELLA
08004|ALPENS|01|001||U|A Z|ESCOLA PUBLICA LA FORJA|C LLUÇANESA NUM: 8,08587 ALPENS
08005|AMETLLA DEL VALLÈS (L')|01|001||A|A F|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|001||B|G O|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|001||C|P Z|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|002||A|A K|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|002||B|L Z|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|003||A|A F|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|003||B|G O|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|003||C|P Z|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|004||A|A K|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|004||B|L Z|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08005|AMETLLA DEL VALLÈS (L')|01|005||U|A Z|COL.LEGI PUBLIC BERTI|C ANTIC CAMÍ DE CALDES NUM: 43,08480 AMETLLA DEL VALLÈS (L')
08006|ARENYS DE MAR|01|001||A|A K|CASA CONSISTORIAL|RIERA BISBE POL NUM: 8,08350 ARENYS DE MAR
08006|ARENYS DE MAR|01|001||B|L Z|CASA CONSISTORIAL|RIERA BISBE POL NUM: 8,08350 ARENYS DE MAR
08006|ARENYS DE MAR|01|002||A|A F|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|01|002||B|G O|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|01|002||C|P Z|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|01|003||A|A K|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|01|003||B|L Z|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|01|004||U|A Z|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|001||A|A K|CASAL PARROQUIAL|C BONAIRE NUM: 3,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|001||B|L Z|CASAL PARROQUIAL|C BONAIRE NUM: 3,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|002||A|A K|CASAL PARROQUIAL|C BONAIRE NUM: 3,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|002||B|L Z|CASAL PARROQUIAL|C BONAIRE NUM: 3,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|003||A|A K|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|003||B|L Z|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|004||A|A K|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|004||B|L Z|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|005||A|A K|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08006|ARENYS DE MAR|02|005||B|L Z|EDIFICI CALISAY|RIERA PARE FITA NUM: 31,08350 ARENYS DE MAR
08007|ARENYS DE MUNT|01|001||A|A K|PLANTA BAIXA AJUNTAMENT|RBLA FRANCESC MACIÀ NUM: 59,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|01|001||B|L Z|PLANTA BAIXA AJUNTAMENT|RBLA FRANCESC MACIÀ NUM: 59,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|01|002||A|A D|PLANTA BAIXA AJUNTAMENT|RBLA FRANCESC MACIÀ NUM: 59,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|01|002||B|E K|PLANTA BAIXA AJUNTAMENT|RBLA FRANCESC MACIÀ NUM: 59,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|01|002||C|L Q|PLANTA BAIXA AJUNTAMENT|RBLA FRANCESC MACIÀ NUM: 59,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|01|002||D|R Z|PLANTA BAIXA AJUNTAMENT|RBLA FRANCESC MACIÀ NUM: 59,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|02|001||A|A F|MERCAT MUNICIPAL|RBLA SANT MARTÍ NUM: 17,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|02|001||B|G O|MERCAT MUNICIPAL|RBLA SANT MARTÍ NUM: 17,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|02|001||C|P Z|MERCAT MUNICIPAL|RBLA SANT MARTÍ NUM: 17,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|02|002||A|A F|SALA D'EXPOSICIONS AJUNTAMENT|RBLA FRANCESC MACIÀ NUM: 66,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|02|002||B|G O|SALA D'EXPOSICIONS AJUNTAMENT|RBLA FRANCESC MACIÀ NUM: 66,08358 ARENYS DE MUNT
08007|ARENYS DE MUNT|02|002||C|P Z|SALA D'EXPOSICIONS AJUNTAMENT|RBLA FRANCESC MACIÀ NUM: 66,08358 ARENYS DE MUNT
08008|ARGENÇOLA|01|001||U|A Z|LOCAL SOCIAL D'ARGENÇOLA|C SOR TERESA JORNET S/N,08717 ARGENÇOLA
08009|ARGENTONA|01|001||A|A K|ANTIC AJUNTAMENT|C GRAN NUM: 61,08310 ARGENTONA
08009|ARGENTONA|01|001||B|L Z|ANTIC AJUNTAMENT|C GRAN NUM: 61,08310 ARGENTONA
08009|ARGENTONA|01|002||A|A K|ESCOLA BERNAT DE RIUDEMEIA|C DOCTOR SAMSÓ (DEL) NUM: 2,08310 ARGENTONA
08009|ARGENTONA|01|002||B|L Z|ESCOLA BERNAT DE RIUDEMEIA|C DOCTOR SAMSÓ (DEL) NUM: 2,08310 ARGENTONA
08009|ARGENTONA|01|003||A|A K|ESCOLA SANT MIQUEL DEL CROS|AV MEDITERRANI (DEL) S/N,VEÏNAT DE SANT MIQUEL DEL CROS 08310 ARGENTONA
08009|ARGENTONA|01|003||B|L Z|ESCOLA SANT MIQUEL DEL CROS|AV MEDITERRANI (DEL) S/N,VEÏNAT DE SANT MIQUEL DEL CROS 08310 ARGENTONA
08009|ARGENTONA|01|004||A|A K|ANTIC AJUNTAMENT|C GRAN NUM: 61,08310 ARGENTONA
08009|ARGENTONA|01|004||B|L Z|ANTIC AJUNTAMENT|C GRAN NUM: 61,08310 ARGENTONA
08009|ARGENTONA|01|005||A|A K|NOVES DEPENDÈNCIES MUNICIPALS|C GRAN NUM: 59,08310 ARGENTONA
08009|ARGENTONA|01|005||B|L Z|NOVES DEPENDÈNCIES MUNICIPALS|C GRAN NUM: 59,08310 ARGENTONA
08009|ARGENTONA|01|006||A|A F|ESCOLA LES FONTS|C ABAT ESCARRÉ (DE L') NUM: 49,08310 ARGENTONA
08009|ARGENTONA|01|006||B|G O|ESCOLA LES FONTS|C ABAT ESCARRÉ (DE L') NUM: 49,08310 ARGENTONA
08009|ARGENTONA|01|006||C|P Z|ESCOLA LES FONTS|C ABAT ESCARRÉ (DE L') NUM: 49,08310 ARGENTONA
08009|ARGENTONA|02|001||A|A F|EDIFICI VELCRO|C ENRIC GRANADOS (D') NUM: 5,08310 ARGENTONA
08009|ARGENTONA|02|001||B|G O|EDIFICI VELCRO|C ENRIC GRANADOS (D') NUM: 5,08310 ARGENTONA
08009|ARGENTONA|02|001||C|P Z|EDIFICI VELCRO|C ENRIC GRANADOS (D') NUM: 5,08310 ARGENTONA
08009|ARGENTONA|02|002||A|A K|EDIFICI VELCRO|C ENRIC GRANADOS (D') NUM: 5,08310 ARGENTONA
08009|ARGENTONA|02|002||B|L Z|EDIFICI VELCRO|C ENRIC GRANADOS (D') NUM: 5,08310 ARGENTONA
08010|ARTÉS|01|001||A|A K|COMPLEX CULTURAL CAL SITJES|C PARRES LES NUM: 44,08271 ARTÉS
08010|ARTÉS|01|001||B|L Z|COMPLEX CULTURAL CAL SITJES|C PARRES LES NUM: 44,08271 ARTÉS
08010|ARTÉS|02|001||A|A K|ESCOLA DR. FERRER|C BARCELONA NUM: 23,08271 ARTÉS
08010|ARTÉS|02|001||B|L Z|ESCOLA DR. FERRER|C BARCELONA NUM: 23,08271 ARTÉS
08010|ARTÉS|02|002||U|A Z|CRUÏLLA D'ENTITATS|PG DIAGONAL S/N,08271 ARTÉS
08010|ARTÉS|02|003||A|A K|COMPLEX CULTURAL CAL SITJES|C PARRES LES NUM: 44,08271 ARTÉS
08010|ARTÉS|02|003||B|L Z|COMPLEX CULTURAL CAL SITJES|C PARRES LES NUM: 44,08271 ARTÉS
08011|AVIÀ|01|001||A|A K|SALA D'EXPOSICIONS DE L'ATENEU|AV PAU CASALS NUM: 22,08610 AVIÀ
08011|AVIÀ|01|001||B|L Z|SALA D'EXPOSICIONS DE L'ATENEU|AV PAU CASALS NUM: 22,08610 AVIÀ
08012|AVINYÓ|01|001||A|A F|COL.LEGI PUBLIC BARNOLA|C INDUSTRIA NUM: 6,08279 AVINYÓ
08012|AVINYÓ|01|001||B|G O|COL.LEGI PUBLIC BARNOLA|C INDUSTRIA NUM: 6,08279 AVINYÓ
08012|AVINYÓ|01|001||C|P Z|COL.LEGI PUBLIC BARNOLA|C INDUSTRIA NUM: 6,08279 AVINYÓ
08013|AVINYONET DEL PENEDÈS|01|001||A|A L|ANTIGA ESCOLA PUBLICA D'AVINYONET|PL VILA (DE LA) NUM: 1,AVINYÓ NOU 08793 AVINYONET DEL PENEDÈS
08013|AVINYONET DEL PENEDÈS|01|001||B|M Z|ANTIGA ESCOLA PUBLICA D'AVINYONET|PL VILA (DE LA) NUM: 1,AVINYÓ NOU 08793 AVINYONET DEL PENEDÈS
08014|AIGUAFREDA|01|001||A|A F|EDIFICI DE L'AJUNTAMENT|PL AJUNTAMENT NUM: 1,08591 AIGUAFREDA
08014|AIGUAFREDA|01|001||B|G O|EDIFICI DE L'AJUNTAMENT|PL AJUNTAMENT NUM: 1,08591 AIGUAFREDA
08014|AIGUAFREDA|01|001||C|P Z|EDIFICI DE L'AJUNTAMENT|PL AJUNTAMENT NUM: 1,08591 AIGUAFREDA
08015|BADALONA|01|001||A|A K|ESPAI BETÚLIA|C/ ENRIC BORRAS NUM: 43,08912 BADALONA
08015|BADALONA|01|001||B|L Z|ESPAI BETÚLIA|C/ ENRIC BORRAS NUM: 43,08912 BADALONA
08015|BADALONA|01|002||A|A K|ESCOLA LLEVANT|AVGDA MARTI PUJOL NUM: 110,08911 BADALONA
08015|BADALONA|01|002||B|L Z|ESCOLA LLEVANT|AVGDA MARTI PUJOL NUM: 110,08911 BADALONA
08015|BADALONA|01|003||U|A Z|ESCOLA LLEVANT|AVGDA MARTI PUJOL NUM: 110,08911 BADALONA
08015|BADALONA|01|004||U|A Z|ESCOLA LLEVANT|AVGDA MARTI PUJOL NUM: 110,08911 BADALONA
08015|BADALONA|01|005||A|A K|ESPAI BETÚLIA|C/ ENRIC BORRAS NUM: 43,08912 BADALONA
08015|BADALONA|01|005||B|L Z|ESPAI BETÚLIA|C/ ENRIC BORRAS NUM: 43,08912 BADALONA
08015|BADALONA|01|007||A|A K|ESCOLA LLEVANT|AVGDA MARTI PUJOL NUM: 110,08911 BADALONA
08015|BADALONA|01|007||B|L Z|ESCOLA LLEVANT|AVGDA MARTI PUJOL NUM: 110,08911 BADALONA
08015|BADALONA|01|008||U|A Z|ESCOLES MINGUELLA|C/ SANTA MADRONA NUM: 75,08911 BADALONA
08015|BADALONA|02|001||U|A Z|ESCOLA JUNGFRAU|C/ VILA I VALL-LLEBRERA S/N,08912 BADALONA
08015|BADALONA|02|002||A|A K|ESCOLA JUNGFRAU|C/ VILA I VALL-LLEBRERA S/N,08912 BADALONA
08015|BADALONA|02|002||B|L Z|ESCOLA JUNGFRAU|C/ VILA I VALL-LLEBRERA S/N,08912 BADALONA
08015|BADALONA|02|003||U|A Z|CENTRE CÍVIC DALT DE LA VILA|C/ GERMA BERNABE NUM: 1,08911 BADALONA
08015|BADALONA|02|004||A|A K|CENTRE CÍVIC DALT DE LA VILA|C/ GERMA BERNABE NUM: 1,08911 BADALONA
08015|BADALONA|02|004||B|L Z|CENTRE CÍVIC DALT DE LA VILA|C/ GERMA BERNABE NUM: 1,08911 BADALONA
08015|BADALONA|02|005||U|A Z|CENTRE CÍVIC CAN CABANYES|RBLA SANT JOAN NUM: 59,08917 BADALONA
08015|BADALONA|02|007||U|A Z|INSTITUT LA PINEDA|C/ BATLLORIA S/N,08917 BADALONA
08015|BADALONA|02|008||A|A K|CENTRE CÍVIC DALT DE LA VILA|C/ GERMA BERNABE NUM: 1,08911 BADALONA
08015|BADALONA|02|008||B|L Z|CENTRE CÍVIC DALT DE LA VILA|C/ GERMA BERNABE NUM: 1,08911 BADALONA
08015|BADALONA|02|009||U|A Z|INSTITUT LA PINEDA|C/ BATLLORIA S/N,08917 BADALONA
08015|BADALONA|02|010||A|A K|INSTITUT LA PINEDA|C/ BATLLORIA S/N,08917 BADALONA
08015|BADALONA|02|010||B|L Z|INSTITUT LA PINEDA|C/ BATLLORIA S/N,08917 BADALONA
08015|BADALONA|02|011||A|A K|INSTITUT LA PINEDA|C/ BATLLORIA S/N,08917 BADALONA
08015|BADALONA|02|011||B|L Z|INSTITUT LA PINEDA|C/ BATLLORIA S/N,08917 BADALONA
08015|BADALONA|02|012||U|A Z|ESCOLA JOAN LLONGUERAS|AVGDA PUIGFRED S/N,08917 BADALONA
08015|BADALONA|02|013||U|A Z|INSTITUT LA PINEDA|C/ BATLLORIA S/N,08917 BADALONA
08015|BADALONA|02|015||U|A Z|ESCOLA JOAN LLONGUERAS|AVGDA PUIGFRED S/N,08917 BADALONA
08015|BADALONA|03|001||A|A K|ESCOLA JOSEP BOADA|AVGDA MARQUES DE MONTROIG NUM: 169,08912 BADALONA
08015|BADALONA|03|001||B|L Z|ESCOLA JOSEP BOADA|AVGDA MARQUES DE MONTROIG NUM: 169,08912 BADALONA
08015|BADALONA|03|003||A|A K|COL·LEGI SALESIÀ SANT DOMÈNEC SAVIO|C/ ALFONS XII NUM: 111,08912 BADALONA
08015|BADALONA|03|003||B|L Z|COL·LEGI SALESIÀ SANT DOMÈNEC SAVIO|C/ ALFONS XII NUM: 111,08912 BADALONA
08015|BADALONA|03|004||A|A K|ESCOLA PROGRÉS|C/ EDUARD MARISTANY NUM: 104,08912 BADALONA
08015|BADALONA|03|004||B|L Z|ESCOLA PROGRÉS|C/ EDUARD MARISTANY NUM: 104,08912 BADALONA
08015|BADALONA|03|005||U|A Z|COL·LEGI SALESIÀ SANT DOMÈNEC SAVIO|C/ ALFONS XII NUM: 111,08912 BADALONA
08015|BADALONA|03|006||U|A Z|ESCOLA PROGRÉS|C/ EDUARD MARISTANY NUM: 104,08912 BADALONA
08015|BADALONA|03|007||A|A K|ESCOLA PROGRÉS|C/ EDUARD MARISTANY NUM: 104,08912 BADALONA
08015|BADALONA|03|007||B|L Z|ESCOLA PROGRÉS|C/ EDUARD MARISTANY NUM: 104,08912 BADALONA
08015|BADALONA|03|008||U|A Z|COL·LEGI SALESIÀ SANT DOMÈNEC SAVIO|C/ ALFONS XII NUM: 111,08912 BADALONA
08015|BADALONA|03|009||A|A K|ESPAI BETÚLIA|C/ ENRIC BORRAS NUM: 43,08912 BADALONA
08015|BADALONA|03|009||B|L Z|ESPAI BETÚLIA|C/ ENRIC BORRAS NUM: 43,08912 BADALONA
08015|BADALONA|03|010||U|A Z|ESCOLA JOSEP BOADA|AVGDA MARQUES DE MONTROIG NUM: 169,08912 BADALONA
08015|BADALONA|03|011||U|A Z|COL·LEGI SALESIÀ SANT DOMÈNEC SAVIO|C/ ALFONS XII NUM: 111,08912 BADALONA
08015|BADALONA|03|013||A|A F|ESCOLA PROGRÉS|C/ EDUARD MARISTANY NUM: 104,08912 BADALONA
08015|BADALONA|03|013||B|G M|ESCOLA PROGRÉS|C/ EDUARD MARISTANY NUM: 104,08912 BADALONA
08015|BADALONA|03|013||C|N Z|ESCOLA PROGRÉS|C/ EDUARD MARISTANY NUM: 104,08912 BADALONA
08015|BADALONA|04|001||A|A K|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|04|001||B|L Z|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|04|002||A|A K|INSTITUT ISAAC ALBÉNIZ|. PARC SERENTILL S/N,08915 BADALONA
08015|BADALONA|04|002||B|L Z|INSTITUT ISAAC ALBÉNIZ|. PARC SERENTILL S/N,08915 BADALONA
08015|BADALONA|04|003||A|A K|ESCOLA SALVADOR ESPRIU|C/ REINA ELISENDA S/N,08915 BADALONA
08015|BADALONA|04|003||B|L Z|ESCOLA SALVADOR ESPRIU|C/ REINA ELISENDA S/N,08915 BADALONA
08015|BADALONA|04|004||A|A K|CASAL ANTÒNIA BOADA|PL ANTONIA BOADA I ROS S/N,08915 BADALONA
08015|BADALONA|04|004||B|L Z|CASAL ANTÒNIA BOADA|PL ANTONIA BOADA I ROS S/N,08915 BADALONA
08015|BADALONA|04|005||A|A K|ESCOLA BOIX|C/ RUBIO I ORS NUM: 16,08915 BADALONA
08015|BADALONA|04|005||B|L Z|ESCOLA BOIX|C/ RUBIO I ORS NUM: 16,08915 BADALONA
08015|BADALONA|04|006||A|A K|ESCOLA BOIX|C/ RUBIO I ORS NUM: 16,08915 BADALONA
08015|BADALONA|04|006||B|L Z|ESCOLA BOIX|C/ RUBIO I ORS NUM: 16,08915 BADALONA
08015|BADALONA|04|007||A|A K|ESCOLA SALVADOR ESPRIU|C/ REINA ELISENDA S/N,08915 BADALONA
08015|BADALONA|04|007||B|L Z|ESCOLA SALVADOR ESPRIU|C/ REINA ELISENDA S/N,08915 BADALONA
08015|BADALONA|04|008||A|A K|INSTITUT ISAAC ALBÉNIZ|. PARC SERENTILL S/N,08915 BADALONA
08015|BADALONA|04|008||B|L Z|INSTITUT ISAAC ALBÉNIZ|. PARC SERENTILL S/N,08915 BADALONA
08015|BADALONA|04|009||U|A Z|ESCOLA SALVADOR ESPRIU|C/ REINA ELISENDA S/N,08915 BADALONA
08015|BADALONA|04|010||U|A Z|CASAL ANTÒNIA BOADA|PL ANTONIA BOADA I ROS S/N,08915 BADALONA
08015|BADALONA|04|011||A|A K|ESCOLA SALVADOR ESPRIU|C/ REINA ELISENDA S/N,08915 BADALONA
08015|BADALONA|04|011||B|L Z|ESCOLA SALVADOR ESPRIU|C/ REINA ELISENDA S/N,08915 BADALONA
08015|BADALONA|04|012||A|A K|INSTITUT ISAAC ALBÉNIZ|. PARC SERENTILL S/N,08915 BADALONA
08015|BADALONA|04|012||B|L Z|INSTITUT ISAAC ALBÉNIZ|. PARC SERENTILL S/N,08915 BADALONA
08015|BADALONA|04|013||U|A Z|ESCOLA SALVADOR ESPRIU|C/ REINA ELISENDA S/N,08915 BADALONA
08015|BADALONA|04|014||A|A F|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|04|014||B|G M|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|04|014||C|N Z|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|04|015||A|A K|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|04|015||B|L Z|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|04|016||A|A K|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|04|016||B|L Z|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|05|001||A|A K|ESCOLES MINGUELLA|C/ SANTA MADRONA NUM: 75,08911 BADALONA
08015|BADALONA|05|001||B|L Z|ESCOLES MINGUELLA|C/ SANTA MADRONA NUM: 75,08911 BADALONA
08015|BADALONA|05|002||U|A Z|CASAL CAN MERCADER-CASAGEMES|PL LLUIS SOLA ESCOFET NUM: 15,08911 BADALONA
08015|BADALONA|05|003||A|A K|ESCOLA ARTUR MARTORELL|C/ SEU D'URGELL NUM: 34,08911 BADALONA
08015|BADALONA|05|003||B|L Z|ESCOLA ARTUR MARTORELL|C/ SEU D'URGELL NUM: 34,08911 BADALONA
08015|BADALONA|05|004||A|A F|ESCOLA LOLA ANGLADA|RIERA CANYADO NUM: 53,08911 BADALONA
08015|BADALONA|05|004||B|G M|ESCOLA LOLA ANGLADA|RIERA CANYADO NUM: 53,08911 BADALONA
08015|BADALONA|05|004||C|N Z|ESCOLA LOLA ANGLADA|RIERA CANYADO NUM: 53,08911 BADALONA
08015|BADALONA|05|005||A|A K|ESCOLA LOLA ANGLADA|RIERA CANYADO NUM: 53,08911 BADALONA
08015|BADALONA|05|005||B|L Z|ESCOLA LOLA ANGLADA|RIERA CANYADO NUM: 53,08911 BADALONA
08015|BADALONA|05|006||A|A K|CASAL CAN MERCADER-CASAGEMES|PL LLUIS SOLA ESCOFET NUM: 15,08911 BADALONA
08015|BADALONA|05|006||B|L Z|CASAL CAN MERCADER-CASAGEMES|PL LLUIS SOLA ESCOFET NUM: 15,08911 BADALONA
08015|BADALONA|06|001||U|A Z|CASAL BONAVISTA-CANYET (LOCAL 5)|C/ ELISEU MEIFREN NUM: 48,08916 BADALONA
08015|BADALONA|06|002|01|A|A Z|AV DE CANYET DE BADALONA|RIERA CANYET NUM: 27 B,08916 BADALONA
08015|BADALONA|06|002|02|B|A Z|ASSOCIACIÓ DE PROPIETARIS MAS RAM|PASEO PONT S/N,08916 BADALONA
08015|BADALONA|06|002|03|C|A Z|ESCOLA PLANAS I CASALS|C/ MUNTANER NUM: 2,08917 BADALONA
08015|BADALONA|06|003||U|A Z|ESCOLA SANT JORDI|AVGDA SABADELL S/N,08915 BADALONA
